date,title,link,abstract,paragraphs
21.04.2020,Alex Gillon,https://en.wikipedia.org/wiki/Alex_Gillon,"Alexander George Gillon  (23 December 1909 – 25 August 2007) was a civic and sporting administrator in Melbourne, Australia.","['Alexander George Gillon  (23 December 1909 – 25 August 2007) was a civic and sporting administrator in Melbourne, Australia.', 'He was most notable as the longest-serving president of the Victorian Football Association, and as a mayor of the City of Brunswick.', 'Gillon was born in Broadmeadows in north-western Melbourne.', ""He played Australian rules football when he was young, and at his peak played 88 games for the Brunswick Football Club in the Victorian Football Association (VFA) during the 1930s, where he was part of Brunswick's 1938 premiership team."", 'He was cleared to Coburg in May 1939 and played there for one season.After World War II, Gillon took a position on the Brunswick Football Club committee.', 'He served as a club delegate on the VFA Board of Management from 1949 until 1953.', 'Then in February 1954, he successfully challenged Lewis Page for presidency of the VFA.', 'When Gillon took on the presidency, the VFA was in decline and struggling badly compared with the strong position it had enjoyed during the 1940s: crowds were declining due to the abandoning of the popular throw pass rule in 1950, various social and demographic changes in post-war Melbourne were reducing crowds and revenues, and the Association board was suffering from factional fighting as a result of the fall-out from the changes.', ""Gillon soon provided strong leadership, which largely re-unified the Association's board, and the Association began to recover from a situation which threatened its viability.One of the first challenges Gillon faced during his presidency was grounds control, as there were several bids by other football codes during the 1950s, and then by Victorian Football League (VFL) clubs during the 1960s, to take over the tenancy of VFA grounds; Gillon refused to compromise on the VFA's requirement that clubs had sole winter use of their grounds, which cost Prahran (temporarily) and Moorabbin (permanently) their places in the Association, but it set a strong example that the VFA was prepared to defend itself against stronger opponents, a trait which Gillon carried throughout his presidency."", 'Gillon then oversaw the introduction of Sunday football in 1960, the early 1960s expansion of the Association into the outer suburbs to overcome post-war demographic shifts in the inner suburbs, and the partitioning of the VFA into two divisions in 1961; and after the VFA secured weekly television coverage from 1967, the VFA enjoyed one of its most successful periods ever during the 1970s.', ""Also under Gillon's presidency, however, the VFA's relationship with the VFL soured, culminating in the VFA's expulsion in 1970 from the Australian National Football Council (of which Gillon had served as vice-president during the late 1960s) and a lingering adversarial relationship between the competitions which lasted until the 1980s."", 'When asked about his relationship with the VFL on television during the 1970s, Gillon replied ""I don\'t hate the VFL; I\'m just pro-VFA.', '""Gillon went on to become the VFA\'s longest-serving president, serving unopposed for 27 seasons from 1954 until 1980, and exceeding the 25-year tenure of J. G. Aikman (1903–1928).', ""In 1981, with the VFA's success of the 1970s beginning to wane and many clubs believing a new direction was required, Gillon was challenged for the presidency and defeated by Alan Wickes."", ""Five years later, Gillon returned as part of the Football Organisation Review Team (FORT), which was formed in 1986 by Wickes' successor, Brook Andersen, to develop a new strategy for the VFA in a changing Victorian football market; the FORT's controversial report, which sought to rationalise the VFA to 12 teams, was rejected by the clubs but was instrumental in shaping the natural contraction of the VFA in the late 1980s.Outside football, Gillon served a long career in local government."", 'In 1954, he was elected to the council of the City of Brunswick.', 'He was a justice of the peace and a one-time vice-chairman of the Board of Works, before serving as the mayor of Brunswick.', ""Gillon's effectiveness as a civic administrator was well regarded, and he was twice appointed by the State Government to serve as the commissioner of a city outside Brunswick."", 'His first appointment occurred in November 1976, when the 12-man Sunshine council was sacked by the state government due to its financial mismanagement, having left the city $1,700,000 in deficit; Gillon served as the state-appointed commissioner of the City of Sunshine until early 1982, successfully restoring its finances to the point that an elected council could be restored to the city.', 'Later in 1982, the Richmond council was dismissed by the state government following a report which revealed allegations of electoral malpractice and fraud, and Gillon was appointed by the state as commissioner of the City of Richmond, serving in that role until 1988.For his services to the Brunswick Football Club and the Brunswick Council, the Brunswick Football Ground was renamed the A. G. Gillon Oval in his honour in early 1976.', 'The annual award for the best and fairest player in the VFA Thirds competition (specifically for Division 1 in years when the competition was partitioned) was named the A. G. Gillon Medal in his honour.', 'He was also appointed OBE in the 1976 New Year Honours and a Member of the Order of Australia (AM) in the 1987 Australia Day Honours.']"
21.04.2020,Bob Giltinan,https://en.wikipedia.org/wiki/Bob_Giltinan,"Bob Gary Giltinan OAM (born 4 July 1949 in Sydney, New South Wales, Australia) is a former professional tennis player who was a grass court specialist.","['Bob Gary Giltinan OAM (born 4 July 1949 in Sydney, New South Wales, Australia) is a former professional tennis player who was a grass court specialist.', 'He won one singles title and two doubles titles over a twelve-year career spanning the introduction of the open era in 1968 to 1979.', 'He reached a career-high ranking of World No.', '16.Giltinan is a direct relative of notable Australian entrepreneur James Joseph Giltinan (J J Giltinan), who helped found the sport of rugby league football in Australia, and also what is now effectively the world championships for 18 ft skiff class yachts, the JJ Giltinan International Trophy, contested each year on Sydney Harbour.']"
21.04.2020,Allan Grice,https://en.wikipedia.org/wiki/Allan_Grice,"Allan Maxwell Grice  (born 21 October 1942), known to motor-racing fans as ""Gricey"", is an Australian former racing driver and politician, most famous for twice winning the prestigious Bathurst 1000 (1986 and 1990), and as a privateer driver of a Holden in the Australian Touring Car Championship.","['Allan Maxwell Grice  (born 21 October 1942), known to motor-racing fans as ""Gricey"", is an Australian former racing driver and politician, most famous for twice winning the prestigious Bathurst 1000 (1986 and 1990), and as a privateer driver of a Holden in the Australian Touring Car Championship.', 'Grice also had a successful second career as a politician and Member for Broadwater in the Queensland Parliament from 1992 to 2001.', 'He currently operates an LPG conversion and importing business – LPGricey Tanks.']"
21.04.2020,Ray Groom,https://en.wikipedia.org/wiki/Ray_Groom,"Raymond John Groom  (born 3 September 1944) is an Australian lawyer and former sportsman and politician, representing the Liberal Party in the Federal Parliament 1975–84 and the Tasmanian Parliament 1986–2001.","['Raymond John Groom  (born 3 September 1944) is an Australian lawyer and former sportsman and politician, representing the Liberal Party in the Federal Parliament 1975–84 and the Tasmanian Parliament 1986–2001.', 'He was a Federal and state minister for a total of 13 years.', 'He was Premier of Tasmania from 1992 to 1996 and also served as Deputy Premier and Attorney-General.']"
21.04.2020,Arthur Gull,https://en.wikipedia.org/wiki/Arthur_Gull,"Arthur Courthope Gull (1 January 1867 – 30 March 1951) was an Australian politician who served as a member of the Legislative Assembly of Western Australia from 1905 to 1908, representing the seat of Swan.","['Arthur Courthope Gull (1 January 1867 – 30 March 1951) was an Australian politician who served as a member of the Legislative Assembly of Western Australia from 1905 to 1908, representing the seat of Swan.', 'He ran for parliament on five occasions, but was only elected once.', 'Gull was born in Guildford, Western Australia, to Annie (née Dempster) and Thomas Courthope Gull.', 'His father, a prominent merchant and briefly a member of parliament, died when he was ten years old, while two uncles, Andrew and Charles Edward Dempster, were also MPs.', 'Gull initially attended the High School in Perth, but was later sent to Melbourne to board at Hawthorn Grammar School (run by Martin Howy Irving).', 'On his return to Western Australia, he went to the North-West, spending two years as a jackaroo.', 'Gull later lived for periods in Perth (working as a bank clerk) and on the Eastern Goldfields, eventually settling on a property in Bellevue (near Guildford).At the 1901 state election, Gull stood as an independent for the seat of Guildford, but lost to Hector Rason (a future premier).', 'He also stood against Rason at the 1902 Guildford by-election (a ministerial by-election), but was again defeated.', 'At the 1905 state election, Gull won the seat of Swan, defeating the sitting Speaker of the Legislative Assembly, Mathieson Jacoby.', 'His time in parliament was short-lived, however, as Jacoby won Swan back at the 1908 election.', 'In 1909, Gull moved to a property in Serpentine.', 'He contested the seat of Canning at the 1914 election, but was defeated by Robert Robinson.', 'Gull eventually retired to Perth, dying there in March 1951 (aged 84).']"
21.04.2020,Damian Hale,https://en.wikipedia.org/wiki/Damian_Hale,"Damian Francis Hale (born 28 December 1969) is a former Australian Labor Party member of the Australian House of Representatives, representing the Division of Solomon from 2007 to 2010.","['Damian Francis Hale (born 28 December 1969) is a former Australian Labor Party member of the Australian House of Representatives, representing the Division of Solomon from 2007 to 2010.', 'He moved to the Northern Territory in 1974 and grew up in Maningrida, Katherine and Darwin, with his teacher parents, Bob and Bev Hale.', 'While growing up he was actively involved in sports, representing the Northern Territory in rugby league and Australian rules football.', ""He later coached St Mary's Football Club to three premierships (2003-5) in the Northern Territory Football League."", 'He has five children.Hale won the marginal seat of Solomon for the Australian Labor Party at the 2007 Australia federal election, defeating sitting Country Liberal Party member Dave Tollner.', 'Hale won an extremely close preselection process which included a letter of support from Labor leader Kevin Rudd despite Rudd having never met Hale.In June 2007 Hale was involved in an altercation with Fremantle Football Club player Chris Tarrant in a popular Darwin nightspot.', 'Hale received a black eye when he was struck by Tarrant after intervening when the inebriated Tarrant exposed his buttocks to a female colleague of Hale.Hale contested the 2016 Northern Territory election in the seat of Blain, which had been vacated by Nathan Barrett.', 'He finished first on the primary vote, ahead of former Country Liberal Party Chief Minister Terry Mills, who ran for his old seat as an independent.', 'However, despite the massive Labor wave that swept through Darwin/Palmerston, Mills defeated Hale on CLP preferences.']"
21.04.2020,Kevin Peter Hall,https://en.wikipedia.org/wiki/Kevin_Peter_Hall,"Kevin Peter Hall (May 9, 1955 – April 10, 1991) was an American actor best known for his roles as the title characters in the first two films in the Predator franchise and the title character of Harry in the film and television series, Harry and the Hendersons.","['Kevin Peter Hall (May 9, 1955 – April 10, 1991) was an American actor best known for his roles as the title characters in the first two films in the Predator franchise and the title character of Harry in the film and television series, Harry and the Hendersons.', 'He also appeared in the television series Misfits of Science and 227, along with the film Without Warning.']"
21.04.2020,Thomas Ferrier Hamilton,https://en.wikipedia.org/wiki/Thomas_Ferrier_Hamilton,"Thomas Ferrier Hamilton (31 March 1820 – 7 August 1905) was an Australian politician, pastoralist, and sportsman.","['Thomas Ferrier Hamilton (31 March 1820 – 7 August 1905) was an Australian politician, pastoralist, and sportsman.', 'A grandson of the 2nd Viscount Gort, he was born in Linlithgowshire, Scotland, but emigrated to Australia in 1839.', 'With his cousin, John Carre Riddell, Hamilton owned a pastoral lease near Gisborne, Victoria.', 'A local magistrate and justice of the peace, he was elected to the Victorian Legislative Council in 1872, sitting as a member for the Southern Province until 1884.', 'He also sat on the Gisborne Road Board, including as chairman for a time.', 'A member (and twice president) of the Melbourne Cricket Club, Hamilton was a keen cricketer, and played several matches for Victorian representative teams, including the inaugural first-class match in Australia.']"
21.04.2020,Jim Handby,https://en.wikipedia.org/wiki/Jim_Handby,"Herbert Harry ""Jim"" Handby OBE (1 September 1903 – 2 October 1991) was an Australian rules footballer who played in the South Australian National Football League (SANFL) in the 1920s and 1930s, achieving several honours in recognition of his playing skills.","['Herbert Harry ""Jim"" Handby OBE (1 September 1903 – 2 October 1991) was an Australian rules footballer who played in the South Australian National Football League (SANFL) in the 1920s and 1930s, achieving several honours in recognition of his playing skills.', 'He was later a federal Liberal politician and businessman.', ""Born Herbert Harry Handby in Adelaide, South Australia, Handby was invariably referred to simply as 'Jim'."", 'Handby enjoyed a league football career at two SANFL clubs, achieving his greatest honours while featuring prominently in the development of the young Glenelg club.', 'Handby commenced his career with South Adelaide in 1922.', 'Although not a classically brilliant player, he displayed great perseverance and all round effectiveness.', 'He was quickly recognised as one of the best defenders in South Australia, and in 1923 Handby made his debut at state-level football.', 'Altogether he represented South Australia 29 times during his career.', ""Handby joined Glenelg in 1925, and on debut featured prominently in the club's first ever win (breaking a 56-game losing streak)."", ""Handby won Glenelg's club champion award in 1925 and 1929."", ""He won the SANFL's Magarey Medal in 1928 as the fairest and most brilliant player in the competition."", ""He was Glenelg's captain-coach in 1926 and 1927 but then relinquished this role until 1930, when he started a further three-year period as captain-coach."", 'The best result he achieved as a coach was 6th (in an 8 team competition) in 1931.', 'After leaving football he became a publican and company director before being elected to Glenelg Council, and he served in the military from 1942 to 1945.', 'In 1949, he was elected to the Australian House of Representatives as the Liberal member for the new seat of Kingston, defeating Labor member for Boothby Thomas Sheehy for the notionally Labor seat.', ""He was defeated in 1951 by Labor's Pat Galvin and returned to his business career."", 'He died in 1991.']"
21.04.2020,Kevin Hardiman,https://en.wikipedia.org/wiki/Kevin_Hardiman,Kevin Philip Hardiman (24 July 1915 – 2 August 2002) was an Australian rules footballer who played for Essendon in the Victorian Football League (VFL).,"['Kevin Philip Hardiman (24 July 1915 – 2 August 2002) was an Australian rules footballer who played for Essendon in the Victorian Football League (VFL).', 'He was also an athletics coach and Labor Party politician.', 'Kevin finished his teaching career at Reservoir High School, where he had a very positive impact on local young men from various socio-economic and family backgrounds.', 'A wonderful contributor to the northern suburbs.']"
21.04.2020,Stan Heal,https://en.wikipedia.org/wiki/Stan_Heal,"Stan ""Pops"" Heal (30 July 1920 – 15 December 2010) was an Australian rules footballer who played for Melbourne in the Victorian Football League (VFL) as well as West Perth in the West Australian National Football League (WANFL) during the 1940s and early 1950s.","['Stan ""Pops"" Heal (30 July 1920 – 15 December 2010) was an Australian rules footballer who played for Melbourne in the Victorian Football League (VFL) as well as West Perth in the West Australian National Football League (WANFL) during the 1940s and early 1950s.', 'Heal played his best football as a wingman but was also used on occasions as a rover.', 'The Western Australian spent just one season at Melbourne, who had acquired his services while he was temporarily stationed in Victoria.', ""Despite playing just eight games he was a member of Melbourne's 1941 premiership team."", 'The following week he played in another premiership, back home in Western Australia with West Perth.He was also regular interstate representative for Western Australia, winning a Simpson Medal for his performance in a game against South Australia in 1949 and captaining his state at the 1950 Brisbane Carnival.As coach of West Perth from 1947 to 1952 he steered his club to two premierships, in 1949 and 1951.', 'From 1953 to 1965 he was a Labor member of the Western Australian Legislative Assembly, representing the seat of West Perth until 1962 and Perth thereafter.Heal was inducted into the Australian Football Hall of Fame in 2010.', 'He died on 15 December 2010.']"
21.04.2020,John Hearman,https://en.wikipedia.org/wiki/John_Hearman,"John Merrifield Hearman CMG (10 November 1910 – 20 February 1994) was an Australian politician who was a Liberal Party member of the Legislative Assembly of Western Australia from 1950 to 1968, representing the seat of Blackwood.","['John Merrifield Hearman CMG (10 November 1910 – 20 February 1994) was an Australian politician who was a Liberal Party member of the Legislative Assembly of Western Australia from 1950 to 1968, representing the seat of Blackwood.', 'He served as Speaker of the Legislative Assembly from 1959 to 1968, with only Sir James Lee-Steere having served in the position longer.']"
21.04.2020,James Hegney,https://en.wikipedia.org/wiki/James_Hegney,James Hegney (27 September 1891 – 5 May 1970) was an Australian politician who was a Labor Party member of the Legislative Assembly of Western Australia from 1930 to 1947 and again from 1950 to 1968.,"['James Hegney (27 September 1891 – 5 May 1970) was an Australian politician who was a Labor Party member of the Legislative Assembly of Western Australia from 1930 to 1947 and again from 1950 to 1968.', 'He served as Speaker of the Legislative Assembly from 1956 to 1959.']"
21.04.2020,Ernest Henty,https://en.wikipedia.org/wiki/Ernest_Henty,Ernest George Henty (17 September 1862 – 25 June 1895) was a Member of the Western Australian Legislative Council from 1894 to 1895.,"['Ernest George Henty (17 September 1862 – 25 June 1895) was a Member of the Western Australian Legislative Council from 1894 to 1895.', 'Born in Albury, New South Wales on 17 September 1862, Ernest Henty was the son of squatter Richmond Henty, who was either the first or the second white child to be born in the colony of Victoria.', 'The famous Henty brothers, James and Edward, were his great-uncles.', 'As a youth Ernest Henty worked as a clerk for James Henty & Co., spending some years with the firm in Fiji.', 'In 1883 he moved to Melbourne, working as a journalist for the World and then the Melbourne Daily Telegraph.', 'From 1885 to 1890 he was editor of the Upper Murray and Mitta Herald, a Tallangatta newspaper.', 'On 12 June 1890 he married Katherine Mary Harvie Alberta Cobham; they would have two sons and a daughter.', 'At the time of his marriage his occupation was given as grazier.', 'Shortly afterwards, Henty emigrated to Western Australia with his brother-in-law, and the men established themselves as merchants under the name Henty, Cobham & Co. Henty became a wine, spirit and tea agent.', 'In 1891, Henty played several matches for the Rovers Football Club in the West Australian Football Association (WAFA).', 'By 1895, the company had branches in Geraldton, Southern Cross and Coolgardie.', 'On 16 July 1894, Henry was elected to a Central Province seat in the Western Australian Legislative Council.', 'He held the seat until his death at Coolgardie on 25 June 1895.']"
21.04.2020,William Henty,https://en.wikipedia.org/wiki/William_Henty,"William Henty (born 23 September 1808 in West Tarring, Sussex, England).","['William Henty (born 23 September 1808 in West Tarring, Sussex, England).', 'He moved to Tasmania in 1837 and for over 20 years practised as a solicitor.', 'In 1857 he was elected a member of the legislative council for Tamar and was colonial secretary in the Weston cabinet.', 'He held this office for five and a half years until his resignation in 1862.', 'He was also an Australian cricketer, who played two games for Tasmania in 1851.', 'He has the distinction of having participated in the first ever first-class cricket match in Australia, and having bowled the first ever ball in a first class cricket match in Australia.', 'He opened the bowling for Tasmania in both innings, bowling right arm underarm, and took 4/52, and 5/26 for 9/78 for the match.', 'He returned to England in 1862, where he remained until his death on 11 July 1881 in Hove, Sussex, England at the age of 72.', 'He was survived by a daughter.', 'He was interested in Shakespeare and after his death a small volume by him, Shakespeare with some Notes on his early Biography, was printed for private circulation.', 'This has little value but contains a memoir of the author by R. Harrison.']"
21.04.2020,Matthew Hervey,https://en.wikipedia.org/wiki/Matthew_Hervey,Matthew Hervey (27 January 1820 – 1 December 1874) was a politician in colonial Victoria and Commissioner of Public Works.,"['Matthew Hervey (27 January 1820 – 1 December 1874) was a politician in colonial Victoria and Commissioner of Public Works.', 'Hervey was born in Glasgow, Scotland, when eighteen years of age he emigrated to Sydney, New South Wales, and ultimately was largely engaged in pastoral pursuits in the Port Phillip District, which in 1851 was constituted the separate colony of Victoria.', 'He played two first-class cricket matches for Victoria in 1851 and 1852.', 'Hervey was elected to the part-nominated Victorian Legislative Council on 3 June 1853 for the Murray district and sworn-in August 1853.', 'When responsible government was achieved he was returned to the first wholly elective Legislative Council for the Eastern Province in November 1856.', 'From March 1861 to November 1862 he was acting president of the latter body during the absence in England of Sir James Frederick Palmer.', 'When the James McCulloch Ministry was formed in June 1863 Hervey accepted a portfolio as Vice-President of the Board of Land and Works and Commissioner of Public Works.Hervey resigned both his office and his seat in Parliament in July 1865, owing to having met with pecuniary reverses.', ""Misfortune still continued to pursue him, and he died in Turnbull Plains, Benalla district, Victoria, under very sudden and distressing circumstances on 1 December 1874, when a coroner's jury returned a verdict that death had resulted from insufficient nourishment.""]"
21.04.2020,Lionel Hill,https://en.wikipedia.org/wiki/Lionel_Hill,"Lionel Laughton Hill (14 May 1881 – 19 March 1963) was the thirtieth Premier of South Australia, representing the South Australian Branch of the Australian Labor Party.","['Lionel Laughton Hill (14 May 1881 – 19 March 1963) was the thirtieth Premier of South Australia, representing the South Australian Branch of the Australian Labor Party.']"
21.04.2020,Mac Holten,https://en.wikipedia.org/wiki/Mac_Holten,"Rendle McNeilage ""Mac"" Holten CMG (29 March 1922 – 12 October 1996) was an Australian politician and sportsman.","['Rendle McNeilage ""Mac"" Holten CMG (29 March 1922 – 12 October 1996) was an Australian politician and sportsman.', 'He was a member of the Country Party and represented the Division of Indi in the House of Representatives from 1958 to 1977.', 'He served as Minister for Repatriation from 1969 to 1972 in the Gorton and McMahon Governments.', 'Before entering politics he played Australian rules football for the Collingwood Football Club']"
21.04.2020,Robert Otto Homburg,https://en.wikipedia.org/wiki/Robert_Otto_Homburg,Robert Otto Homburg (31 January 1876 – 21 October 1948) was an Australian politician who represented the South Australian House of Assembly multi-member seat of Burra Burra from 1912 to 1915 representing the Liberal Union.,"['Robert Otto Homburg (31 January 1876 – 21 October 1948) was an Australian politician who represented the South Australian House of Assembly multi-member seat of Burra Burra from 1912 to 1915 representing the Liberal Union.', 'He resigned in 1915 to devote more time to the legal practice that both he and Hermann Homburg were partners in.', 'He had also been the subject of ""gross slanders"" about his loyalty, due to their father having immigrated from Germany.Homburg was an alderman in the Adelaide City Council for many years.In his twenties, Homburg had been a member of the South Australian cricket team on two occasions.', 'The first was a Sheffield Shield match between Victoria and South Australia played at the Melbourne Cricket Ground on 1–5 January 1897.', 'The second was a first-class match between Western Australia and South Australia at the Western Australia Cricket Association Ground on 3–6 April 1899.']"
21.04.2020,Mike Horan,https://en.wikipedia.org/wiki/Mike_Horan,"Michael James Horan, AM (born 1 July 1944) is a former Australian politician who represented the seat of Toowoomba South in the Legislative Assembly of Queensland from 18 May 1991 to 24 March 2012.","['Michael James Horan, AM (born 1 July 1944) is a former Australian politician who represented the seat of Toowoomba South in the Legislative Assembly of Queensland from 18 May 1991 to 24 March 2012.', 'Originally he was a member of the National Party of Australia, but follow its merger he is now a member of the Liberal National Party of Queensland until his retirement.']"
21.04.2020,Thomas Hughes,https://en.wikipedia.org/wiki/Thomas_Hughes,"Thomas Hughes  (20 October 1822 – 22 March 1896) was an English lawyer, judge, politician and author.","['Thomas Hughes  (20 October 1822 – 22 March 1896) was an English lawyer, judge, politician and author.', ""He is most famous for his novel Tom Brown's School Days (1857), a semi-autobiographical work set at Rugby School, which Hughes had attended."", 'It had a lesser-known sequel, Tom Brown at Oxford (1861).', 'Hughes had numerous other interests, in particular as a Member of Parliament, in the British co-operative movement, and in a settlement in Tennessee, USA, reflecting his values.']"
21.04.2020,Brian Hurn,https://en.wikipedia.org/wiki/Brian_Hurn,Brian Morgan Hurn OAM (4 March 1939 – 18 October 2015) was an Australian first-class cricketer and politician who served as Mayor of Barossa Council.,['Brian Morgan Hurn OAM (4 March 1939 – 18 October 2015) was an Australian first-class cricketer and politician who served as Mayor of Barossa Council.']
21.04.2020,Emma Hurst,https://en.wikipedia.org/wiki/Emma_Hurst,"Emma Christine Hurst (born 1981) is an Australian politician, psychologist and vegan bodybuilder.","['Emma Christine Hurst (born 1981) is an Australian politician, psychologist and vegan bodybuilder.', 'She was elected to the New South Wales Legislative Council representing the Animal Justice Party at the state election on 23 March 2019.Hurst became involved in animal welfare in 2002, and worked as a media officer for PETA and campaign officer for Animal Liberation.', 'She contested the seat of Grayndler for the Animal Justice Party at the 2016 Australian federal election, and became a member of the NSW Legislative Council following the 2019 NSW state election.']"
21.04.2020,Ross Hutchinson,https://en.wikipedia.org/wiki/Ross_Hutchinson,"Sir Ross Hutchinson, DFC (10 September 1914 – 19 December 1999) was an Australian rules footballer, coach and politician.","['Sir Ross Hutchinson, DFC (10 September 1914 – 19 December 1999) was an Australian rules footballer, coach and politician.', 'He played for and coached East Fremantle, West Perth and South Fremantle in the West Australian National Football League (WANFL) before spending 27 years as a member of the Western Australian Legislative Assembly.']"
21.04.2020,Percy Hutton,https://en.wikipedia.org/wiki/Percy_Hutton,"William Frederick Percy Hutton (2 October 1876 – 1 October 1951), known as Percy Hutton, was an Australian cricketer who played a single first-class match for South Australia during the 1905–06 Sheffield Shield season.","['William Frederick Percy Hutton (2 October 1876 – 1 October 1951), known as Percy Hutton, was an Australian cricketer who played a single first-class match for South Australia during the 1905–06 Sheffield Shield season.', 'A wicket-keeper, he was only to keep wicket for a small portion of the game, after being injured early.', 'Later in life, Hutton also won golf and lawn bowls tournaments, including some national events in the latter sport.', 'Outside of sports, he was prominent in South Australian agricultural circles, holding a position with the Australian Wheat Board.', 'He was also a councillor for the City of Unley.']"
21.04.2020,Steve Irons,https://en.wikipedia.org/wiki/Steve_Irons,Stephen James Irons (born 1 September 1958) is an Australian politician.,"['Stephen James Irons (born 1 September 1958) is an Australian politician.', 'He is the Liberal member of the Australian House of Representatives representing the  electoral Division of Swan in Western Australia since the 2007 federal election.', 'Irons was a former ward of the state and was instrumental in agitating for formal apologies for forced adoption and a royal commission into institutional child abuse.']"
21.04.2020,James Ivory,https://en.wikipedia.org/wiki/James_Ivory,"James Francis Ivory (born June 7, 1928) is an American film director, producer, and screenwriter.","['James Francis Ivory (born June 7, 1928) is an American film director, producer, and screenwriter.', 'For many years he worked extensively with Indian-born film producer Ismail Merchant, his domestic as well as professional partner, and with screenwriter Ruth Prawer Jhabvala.', 'All three were principals in Merchant Ivory Productions, whose films have won six Academy Awards; Ivory himself has been nominated for four Oscars, winning one.', 'Ivory’s directorial work includes A Room with a View (1986), Maurice (1987), Howards End (1992), and The Remains of the Day (1993).', ""For his work on Call Me by Your Name (2017), which he wrote and produced, Ivory won awards for Best Adapted Screenplay from the Academy Awards, British Academy of Film and Television Arts, Writers Guild of America, the Critics' Choice Awards, and the Scripter Awards, among others."", 'Upon winning the Oscar and BAFTA at the age of 89, Ivory became the oldest-ever winner in any category for both awards.']"
21.04.2020,Walter James,https://en.wikipedia.org/wiki/Walter_James,"Sir Walter Hartwell James , (29 March 1863 – 3 January 1943) was the fifth Premier of Western Australia and an ardent supporter of the federation movement.","['Sir Walter Hartwell James , (29 March 1863 – 3 January 1943) was the fifth Premier of Western Australia and an ardent supporter of the federation movement.']"
21.04.2020,Shirley Jeffries,https://en.wikipedia.org/wiki/Shirley_Jeffries,Sir Shirley Williams Jeffries (28 February 1886 – 13 September 1963) was a member of the South Australian House of Assembly in three stints over twenty five years and an Australian rules footballer in the South Australian Football League (SAFL).,['Sir Shirley Williams Jeffries (28 February 1886 – 13 September 1963) was a member of the South Australian House of Assembly in three stints over twenty five years and an Australian rules footballer in the South Australian Football League (SAFL).']
21.04.2020,Wilfrid Kent Hughes,https://en.wikipedia.org/wiki/Wilfrid_Kent_Hughes,"Sir Wilfrid Selwyn ""Bill"" Kent Hughes  (12 June 1895 – 31 July 1970) was an Australian army officer and politician who had a long career in both state and federal politics, most notably as a minister in the Menzies Government.","['Sir Wilfrid Selwyn ""Bill"" Kent Hughes  (12 June 1895 – 31 July 1970) was an Australian army officer and politician who had a long career in both state and federal politics, most notably as a minister in the Menzies Government.', 'He also had a longstanding involvement with the Olympic movement, as both an athlete and organiser.', 'Kent Hughes was born in Melbourne to an upper middle-class family.', 'He won a Rhodes Scholarship in 1914, but postponed his studies to join the Australian Army.', 'He entered Christ Church, Oxford, in 1919, and combined his studies with his sporting career, representing Australia in hurdling at the 1920 Summer Olympics.', ""Kent Hughes returned home in 1923 and began working at his father's publishing company."", 'He was elected to the Victorian Legislative Assembly in 1927, representing the Nationalist Party.', 'He joined the new United Australia Party in 1931, and the following year was made a minister in the government of Stanley Argyle.', ""He served as the party's deputy leader from 1935 to 1939."", 'When World War II broke out, Kent Hughes re-enlisted in the army and joined the Malayan Campaign.', 'He was captured by the Japanese at the Fall of Singapore, and spent the next three years as a prisoner-of-war in Singapore, Taiwan, and Manchuria.', 'Kent Hughes retained his seat in parliament during that time, and joined the new Liberal Party upon his return to Australia in 1945.', 'He became Deputy Premier of Victoria in 1948, but resigned the following year to contest the House of Representatives at the 1949 federal election.', 'Robert Menzies added Kent Hughes to his cabinet in 1951, as Minister for the Interior and Minister for Works and Housing.', 'Kent Hughes was Chairman of the Organising Committee for the 1956 Melbourne Olympics.', 'His chairmanship was widely judged a success, and he left a lasting legacy by engineering the sale of television rights, an Olympic first.', 'Despite his high profile, Menzies removed Kent Hughes from his ministry in early 1956.', 'He spent the rest of his career as a backbencher, dying in office in 1970.', 'Kent Hughes was famous for his stubbornness and abrasive personality, particularly the insults he directed at opponents.', 'He was sympathetic towards fascism early in his career (generally overlooked due to his later status as a war hero), and later became an ardent anti-communist.']"
21.04.2020,Walter Kingsmill,https://en.wikipedia.org/wiki/Walter_Kingsmill,Sir Walter Kingsmill (10 April 1864 – 15 January 1935) was an Australian politician who served as a Senator for Western Australia from 1923 to 1935.,"['Sir Walter Kingsmill (10 April 1864 – 15 January 1935) was an Australian politician who served as a Senator for Western Australia from 1923 to 1935.', 'He was President of the Senate from 1929 to 1932.']"
21.04.2020,Roy Kinnear,https://en.wikipedia.org/wiki/Roy_Kinnear,Roy Mitchell Kinnear (8 January 1934 – 20 September 1988) was a British character actor.,"['Roy Mitchell Kinnear (8 January 1934 – 20 September 1988) was a British character actor.', 'He is known for his roles in films directed by Richard Lester; including Algernon in Help!', '(1965), Clapper in How I Won the War (1967), and Planchet in The Three Musketeers (1973), reprising the latter role in the 1974 and 1989 sequels.', 'He is also known for playing Private Monty Bartlett in The Hill (1965), Henry Salt in the 1971 film Willy Wonka & the Chocolate Factory, and cruise director Curtain in Juggernaut (1974).', 'Kinnear made his stage debut in 1955, and came to prominence in the BBC satirical comedy series That Was the Week That Was in 1962.', 'He went on to appear in numerous British television comedy programmes, including The Dick Emery Show (1979–1981), and in the sitcoms Man About the House (1974–1975), George and Mildred (1976–1979) and Cowboys (1980–1981).']"
